0.000	2.4144
0.005	2.4184
0.010	2.4184
0.015	2.4224
0.020	2.4184
0.025	2.4224
0.030	2.4304
0.035	2.4224
0.040	2.4144
0.045	2.4144
0.050	2.4144
0.055	2.4184
0.060	2.4224
0.065	2.4224
0.070	2.4224
0.075	2.4184
0.080	2.4104
0.085	2.4144
0.090	2.4144
0.095	2.4184
0.100	2.4224
0.105	2.4224
0.110	2.4224
0.115	2.4144
0.120	2.4144
0.125	2.4184
0.130	2.4224
0.135	2.4224
0.140	2.4184
0.145	2.4184
0.150	2.4144
0.155	2.4144
0.160	2.4184
0.165	2.4184
0.170	2.4304
0.175	2.4184
0.180	2.4144
0.185	2.4224
0.190	2.4184
0.195	2.4184
0.200	2.4224
0.205	2.4224
0.210	2.4184
0.215	2.4184
0.220	2.4184
0.225	2.4144
0.230	2.4184
0.235	2.4304
0.240	2.4224
0.245	2.4184
0.250	2.4144
0.255	2.4184
0.260	2.4224
0.265	2.4184
0.270	2.4224
0.275	2.4144
0.280	2.4224
0.285	2.4224
0.290	2.4304
0.295	2.4224
0.300	2.4184
0.305	2.4224
0.310	2.4224
0.315	2.4184
0.320	2.4144
0.325	2.4184
0.330	2.4184
0.335	2.4184
0.340	2.4224
0.345	2.4144
0.350	2.4144
0.355	2.4104
0.360	2.4144
0.365	2.4144
0.370	2.4144
0.375	2.4144
0.380	2.4144
0.385	2.4104
0.390	2.4144
0.395	2.4144
0.400	2.4144
0.405	2.4184
0.410	2.4144
0.415	2.4144
0.420	2.4144
0.425	2.4184
0.430	2.4224
0.435	2.4184
0.440	2.4184
0.445	2.4224
0.450	2.4224
0.455	2.4184
0.460	2.4184
0.465	2.4184
0.470	2.4184
0.475	2.4184
0.480	2.4104
0.485	2.4104
0.490	2.4104
0.495	2.4184
0.500	2.4104
0.505	2.4184
0.510	2.4224
0.515	2.4224
0.520	2.4184
0.525	2.4184
0.530	2.4184
0.535	2.4104
0.540	2.4184
0.545	2.4104
0.550	2.4184
0.555	2.4224
0.560	2.4184
0.565	2.4224
0.570	2.4184
0.575	2.4144
0.580	2.4104
0.585	2.4224
0.590	2.4184
0.595	2.4144
0.600	2.4184
0.605	2.4224
0.610	2.4144
0.615	2.4184
0.620	2.4144
0.625	2.4184
0.630	2.4224
0.635	2.4184
0.640	2.4184
0.645	2.4184
0.650	2.4104
0.655	2.4184
0.660	2.4184
0.665	2.4224
0.670	2.4184
0.675	2.4184
0.680	2.4144
0.685	2.4224
0.690	2.4184
0.695	2.4224
0.700	2.4224
0.705	2.4224
0.710	2.4184
0.715	2.4144
0.720	2.4104
0.725	2.4184
0.730	2.4224
0.735	2.4304
0.740	2.4184
0.745	2.4184
0.750	2.4104
0.755	2.4144
0.760	2.4184
0.765	2.4144
0.770	2.4184
0.775	2.4184
0.780	2.4144
0.785	2.4224
0.790	2.4144
0.795	2.4184
0.800	2.4224
0.805	2.4184
0.810	2.4184
0.815	2.4224
0.820	2.4184
0.825	2.4184
0.830	2.4144
0.835	2.4144
0.840	2.4144
0.845	2.4224
0.850	2.4304
0.855	2.4184
0.860	2.4184
0.865	2.4144
0.870	2.4144
0.875	2.4144
0.880	2.4224
0.885	2.4184
0.890	2.4224
0.895	2.4144
0.900	2.4304
0.905	2.4184
0.910	2.4184
0.915	2.4224
0.920	2.4144
0.925	2.4224
0.930	2.4184
0.935	2.4184
0.940	2.4104
0.945	2.4184
0.950	2.4184
0.955	2.4304
0.960	2.4184
0.965	2.4144
0.970	2.4144
0.975	2.4104
0.980	2.4184
0.985	2.4224
0.990	2.4184
0.995	2.4184
1.000	2.4144
1.005	2.4144
1.010	2.4184
1.015	2.4224
1.020	2.4184
1.025	2.4224
1.030	2.4144
1.035	2.4104
1.040	2.4144
1.045	2.4184
1.050	2.4144
1.055	2.4144
1.060	2.4144
1.065	2.4224
1.070	2.4304
1.075	2.4224
1.080	2.4224
1.085	2.4104
1.090	2.4104
1.095	2.4184
1.100	2.4304
1.105	2.4224
1.110	2.4184
1.115	2.4184
1.120	2.4144
1.125	2.4144
1.130	2.4224
1.135	2.4184
1.140	2.4224
1.145	2.4184
1.150	2.4184
1.155	2.4144
1.160	2.4144
1.165	2.4224
1.170	2.4184
1.175	2.4224
1.180	2.4224
1.185	2.4104
1.190	2.4184
1.195	2.4184
1.200	2.4224
1.205	2.4184
1.210	2.4304
1.215	2.4144
1.220	2.4184
1.225	2.4224
1.230	2.4184
1.235	2.4224
1.240	2.4224
1.245	2.4184
1.250	2.4184
1.255	2.4104
1.260	2.4144
1.265	2.4184
1.270	2.4224
1.275	2.4304
1.280	2.4224
1.285	2.4184
1.290	2.4184
1.295	2.4184
1.300	2.4184
1.305	2.4184
1.310	2.4184
1.315	2.4184
1.320	2.4304
1.325	2.4224
1.330	2.4144
1.335	2.4104
1.340	2.4144
1.345	2.4184
1.350	2.4224
1.355	2.4224
1.360	2.4184
1.365	2.4144
1.370	2.4184
1.375	2.4104
1.380	2.4184
1.385	2.4224
1.390	2.4184
1.395	2.4184
1.400	2.4104
