acce(G)   alt(m) 
1.0      4619 
0.9      4619 
0.9      4648 
0.9      4619 
0.7      4648 
0.9      4619 
1.0      4619 
0.7      4619 
1.0      4648 
1.2      4619 
0.7      4619 
1.0      4619 
1.0      4619 
0.9      4619 
1.0      4619 
1.0      4619 
0.9      4619 
1.1      4619 
0.9      4619 
1.0      4619 
0.9      4648 
1.0      4619 
1.0      4619 
0.7      4648 
0.7      4648 
0.7      4619 
0.6      4619 
1.0      4619 
0.9      4619 
1.1      4619 
0.9      4648 
1.0      4619 
1.0      4619 
1.1      4619 
0.7      4619 
1.1      4619 
1.0      4619 
0.9      4619 
1.1      4619 
1.1      4619 
0.7      4648 
1.0      4619 
1.1      4619 
1.0      4619 
1.0      4648 
1.0      4648 
0.9      4619 
1.0      4619 
1.1      4619 
0.7      4619 
0.9      4619 
1.0      4619 
1.0      4648 
0.9      4619 
1.1      4619 
1.2      4648 
1.0      4619 
1.0      4619 
1.0      4619 
1.1      4619 
1.0      4619 
0.9      4619 
1.0      4619 
0.9      4619 
0.7      4619 
1.1      4619 
1.0      4619 
1.0      4648 
1.2      4648 
1.0      4648 
0.9      4619 
1.0      4619 
1.0      4619 
1.0      4619 
1.1      4619 
1.4      4619 
0.9      4619 
1.0      4619 
1.0      4619 
1.1      4619 
1.2      4648 
0.9      4619 
1.0      4619 
1.0      4619 
1.0      4619 
1.1      4619 
1.2      4619 
0.9      4619 
0.7      4619 
1.1      4619 
1.0      4619 
0.7      4619 
1.1      4619 
1.2      4619 
0.9      4619 
1.0      4619 
1.0      4619 
1.0      4619 
1.0      4619 
1.0      4619 
0.7      4619 
1.0      4619 
1.1      4619 
0.9      4619 
1.0      4619 
1.0      4619 
0.7      4619 
0.9      4648 
1.0      4619 
0.9      4619 
0.7      4619 
0.9      4619 
0.9      4619 
0.9      4619 
1.1      4619 
0.9      4619 
0.7      4619 
1.2      4590 
0.9      4648 
0.7      4619 
1.0      4619 
1.0      4619 
0.9      4619 
0.7      4619 
1.0      4619 
1.0      4619 
0.9      4619 
1.1      4619 
0.9      4619 
1.1      4619 
1.0      4648 
1.0      4619 
1.2      4619 
1.0      4619 
1.0      4619 
1.0      4619 
0.9      4619 
0.9      4619 
0.9      4619 
0.7      4619 
0.6      4619 
0.7      4619 
0.6      4619 
0.9      4619 
0.9      4590 
1.2      4619 
0.9      4619 
1.1      4590 
1.0      4619 
1.0      4619 
0.7      4619 
1.0      4619 
1.0      4619 
1.1      4619 
1.2      4619 
1.1      4619 
0.9      4619 
1.0      4619 
1.1      4619 
0.9      4619 
0.9      4619 
0.9      4619 
0.9      4619 
0.9      4619 
0.9      4619 
0.7      4590 
1.0      4619 
1.0      4619 
1.0      4619 
0.9      4619 
1.1      4619 
1.0      4590 
0.9      4619 
1.1      4590 
0.7      4590 
0.9      4619 
1.1      4590 
0.6      4619 
1.1      4619 
1.1      4619 
0.7      4590 
0.9      4619 
0.9      4619 
1.0      4619 
0.9      4619 
0.7      4590 
1.0      4619 
0.9      4619 
0.9      4590 
1.0      4619 
1.1      4590 
1.1      4619 
1.2      4619 
1.0      4619 
0.9      4619 
1.0      4590 
1.1      4619 
0.6      4590 
0.7      4619 
0.9      4619 
0.7      4590 
1.1      4619 
1.2      4590 
0.9      4619 
1.0      4619 
1.0      4619 
1.0      4619 
1.0      4590 
1.2      4590 
0.9      4619 
1.1      4590 
1.0      4590 
1.1      4590 
1.0      4619 
1.1      4590 
1.0      4590 
1.0      4590 
1.1      4590 
0.9      4590 
1.0      4590 
0.6      4590 
0.9      4590 
0.6      4590 
0.9      4590 
0.7      4619 
1.0      4619 
0.9      4590 
0.9      4590 
0.9      4590 
0.9      4619 
0.9      4590 
1.0      4590 
1.1      4590 
1.1      4619 
0.9      4619 
0.9      4619 
0.9      4590 
1.0      4590 
1.1      4619 
1.0      4619 
1.0      4590 
1.0      4590 
1.0      4590 
0.7      4590 
1.0      4590 
0.9      4590 
1.0      4590 
0.9      4590 
1.0      4590 
1.1      4590 
0.9      4590 
1.0      4590 
1.0      4619 
0.7      4590 
1.0      4619 
0.9      4590 
1.1      4590 
1.0      4590 
0.9      4619 
1.0      4590 
1.0      4590 
0.9      4590 
1.1      4590 
1.0      4590 
1.0      4619 
1.0      4590 
1.0      4619 
0.9      4590 
1.1      4619 
1.1      4619 
0.9      4590 
1.0      4590 
1.0      4590 
1.1      4590 
1.0      4619 
1.1      4590 
1.0      4590 
1.1      4590 
1.2      4590 
1.1      4590 
1.0      4590 
1.1      4561 
1.0      4590 
0.9      4590 
1.2      4590 
0.9      4590 
1.4      4590 
1.2      4590 
1.0      4590 
1.2      4590 
1.0      4619 
0.9      4619 
1.1      4590 
0.9      4590 
0.9      4590 
1.1      4590 
1.1      4590 
1.0      4590 
0.9      4590 
1.1      4590 
1.0      4590 
1.0      4590 
1.1      4619 
1.2      4590 
1.1      4619 
1.4      4590 
0.9      4590 
1.0      4619 
1.1      4590 
1.0      4590 
0.9      4590 
1.2      4590 
1.0      4590 
1.0      4590 
1.0      4590 
1.0      4590 
0.9      4590 
1.1      4590 
1.2      4561 
0.9      4590 
1.0      4590 
0.9      4561 
0.9      4590 
1.0      4590 
1.0      4590 
1.0      4619 
1.1      4590 
1.1      4590 
0.9      4590 
1.0      4590 
1.0      4619 
1.0      4590 
0.7      4590 
1.2      4590 
0.9      4590 
1.0      4590 
1.0      4590 
0.9      4561 
0.9      4590 
0.9      4590 
0.9      4590 
1.0      4590 
1.1      4590 
0.9      4590 
1.0      4590 
1.1      4590 
1.0      4619 
1.0      4590 
1.0      4590 
0.9      4561 
0.7      4590 
1.0      4590 
1.0      4590 
0.7      4590 
1.0      4590 
1.0      4590 
0.9      4590 
1.0      4590 
1.0      4590 
0.9      4590 
1.2      4590 
1.0      4590 
1.0      4561 
1.1      4590 
1.0      4561 
0.9      4590 
1.1      4590 
1.0      4590 
0.9      4590 
1.0      4590 
0.9      4590 
1.1      4590 
1.1      4590 
0.9      4590 
1.0      4590 
1.0      4590 
1.0      4590 
1.1      4590 
0.9      4590 
1.0      4590 
1.0      4590 
1.0      4590 
0.7      4590 
1.0      4590 
1.1      4590 
0.9      4561 
1.0      4590 
0.9      4561 
1.0      4561 
1.0      4590 
0.7      4590 
0.9      4590 
1.0      4590 
0.9      4590 
1.0      4561 
1.2      4590 
1.0      4590 
0.9      4590 
1.1      4561 
1.0      4590 
1.0      4561 
1.2      4590 
1.0      4590 
0.9      4590 
1.1      4590 
0.9      4561 
0.9      4590 
1.0      4590 
0.9      4590 
0.9      4561 
1.1      4561 
1.0      4590 
0.7      4590 
1.0      4561 
1.2      4561 
0.9      4590 
1.0      4590 
1.1      4561 
0.9      4590 
0.9      4561 
1.1      4590 
1.1      4590 
0.9      4561 
1.2      4590 
1.1      4590 
0.9      4590 
1.1      4590 
1.0      4590 
0.9      4590 
1.0      4561 
1.0      4590 
0.7      4590 
1.0      4561 
1.0      4590 
0.9      4590 
1.1      4590 
0.9      4561 
0.9      4561 
0.9      4590 
1.0      4561 
1.1      4590 
1.0      4590 
0.9      4590 
0.9      4561 
0.9      4590 
0.9      4590 
0.9      4561 
1.0      4590 
1.1      4590 
1.0      4590 
1.1      4561 
1.2      4561 
1.1      4590 
1.0      4590 
1.1      4590 
1.1      4590 
1.0      4561 
0.7      4590 
1.0      4561 
0.7      4590 
1.0      4561 
0.6      4561 
0.9      4590 
0.7      4561 
0.9      4561 
0.9      4561 
0.9      4561 
1.0      4590 
0.9      4561 
1.0      4561 
0.9      4561 
1.0      4561 
0.9      4561 
1.0      4590 
0.9      4561 
1.1      4590 
1.0      4590 
1.1      4561 
0.9      4561 
1.0      4590 
1.0      4561 
1.0      4561 
1.0      4590 
1.0      4590 
0.7      4561 
1.0      4561 
0.9      4561 
0.7      4590 
0.9      4590 
0.6      4590 
0.9      4561 
1.0      4561 
0.7      4561 
0.9      4561 
1.0      4561 
0.6      4561 
0.9      4561 
1.0      4590 
0.9      4590 
1.1      4561 
0.9      4561 
0.9      4590 
1.0      4561 
0.9      4561 
0.7      4561 
1.0      4561 
1.0      4590 
0.9      4590 
1.0      4561 
1.0      4561 
0.9      4561 
1.1      4561 
1.0      4561 
1.0      4561 
0.9      4561 
0.9      4561 
1.0      4561 
0.9      4561 
0.9      4561 
1.1      4561 
1.0      4561 
1.0      4561 
1.1      4561 
1.2      4561 
0.9      4561 
1.2      4561 
1.1      4561 
1.1      4561 
1.1      4561 
1.1      4561 
1.1      4561 
1.1      4561 
1.0      4561 
1.1      4561 
0.9      4561 
1.2      4561 
0.9      4561 
1.1      4561 
0.9      4561 
0.9      4590 
0.9      4561 
0.7      4561 
0.9      4561 
0.7      4561 
0.9      4561 
0.7      4561 
1.0      4561 
0.9      4561 
1.0      4561 
1.2      4561 
0.9      4561 
1.0      4561 
0.9      4561 
1.0      4561 
1.2      4561 
1.1      4561 
1.2      4561 
1.1      4561 
0.9      4561 
1.0      4561 
1.1      4561 
1.0      4561 
1.2      4561 
1.2      4590 
1.1      4561 
0.9      4561 
1.2      4561 
1.0      4561 
1.0      4561 
1.0      4561 
1.2      4561 
1.1      4561 
1.2      4561 
1.2      4561 
1.0      4561 
0.9      4532 
1.1      4561 
1.1      4561 
1.0      4561 
1.1      4561 
1.2      4561 
1.1      4561 
1.2      4561 
1.1      4561 
0.9      4561 
1.1      4561 
1.0      4532 
0.9      4561 
1.2      4561 
1.1      4561 
1.0      4561 
0.9      4561 
1.0      4561 
1.1      4561 
1.0      4561 
0.9      4561 
1.0      4561 
1.0      4561 
0.7      4561 
0.9      4561 
1.0      4561 
1.0      4561 
1.0      4561 
0.9      4561 
1.0      4561 
1.2      4561 
1.1      4561 
1.1      4561 
0.7      4561 
1.1      4561 
0.9      4532 
1.0      4561 
1.1      4561 
1.0      4561 
0.7      4561 
0.9      4561 
1.0      4561 
1.0      4561 
0.7      4561 
1.0      4561 
1.1      4532 
1.0      4561 
1.1      4561 
1.1      4561 
0.9      4561 
1.0      4561 
1.0      4561 
1.0      4561 
0.7      4561 
1.0      4532 
0.7      4532 
1.0      4561 
1.1      4561 
1.1      4561 
1.2      4561 
1.0      4561 
1.0      4532 
1.0      4561 
1.0      4561 
1.1      4561 
1.0      4561 
1.0      4561 
0.9      4561 
1.0      4561 
1.0      4561 
0.9      4561 
1.0      4561 
0.9      4532 
0.9      4561 
1.2      4561 
1.1      4561 
1.0      4532 
1.4      4561 
1.0      4532 
1.1      4561 
1.1      4561 
1.0      4561 
1.0      4561 
1.0      4561 
1.0      4532 
1.1      4561 
0.9      4532 
0.9      4561 
1.1      4561 
1.0      4561 
0.9      4561 
1.0      4561 
0.9      4561 
0.7      4532 
1.0      4561 
1.0      4532 
1.1      4532 
1.1      4561 
0.9      4561 
0.7      4532 
0.7      4532 
0.7      4561 
0.7      4532 
1.0      4532 
0.9      4532 
0.7      4561 
0.7      4532 
1.2      4561 
0.9      4561 
1.0      4561 
1.0      4532 
0.9      4561 
0.9      4532 
1.1      4532 
1.0      4561 
0.7      4532 
1.1      4532 
0.6      4561 
0.7      4532 
0.9      4532 
1.0      4561 
1.0      4561 
1.0      4561 
1.1      4561 
0.7      4532 
0.6      4532 
1.0      4532 
1.1      4532 
0.9      4532 
1.0      4561 
0.6      4532 
0.7      4532 
1.0      4532 
1.0      4561 
0.7      4532 
0.9      4532 
0.9      4532 
0.9      4532 
0.9      4561 
1.0      4532 
0.9      4561 
1.1      4532 
1.0      4532 
1.0      4532 
0.7      4532 
1.0      4532 
1.0      4532 
0.9      4532 
1.0      4532 
0.9      4532 
0.9      4532 
1.0      4532 
1.0      4532 
0.7      4532 
1.1      4532 
1.0      4532 
1.0      4561 
1.1      4532 
1.1      4561 
0.9      4532 
0.9      4532 
1.0      4532 
0.9      4532 
0.9      4532 
1.0      4561 
0.9      4532 
0.6      4561 
0.9      4561 
0.9      4532 
0.7      4561 
0.7      4561 
1.0      4532 
1.1      4561 
0.7      4532 
0.9      4532 
1.1      4561 
1.1      4561 
0.9      4532 
0.9      4532 
0.9      4532 
0.9      4532 
1.0      4532 
0.9      4532 
1.0      4532 
0.9      4532 
0.7      4532 
0.7      4532 
1.1      4532 
0.7      4532 
1.0      4532 
1.0      4532 
0.9      4561 
1.0      4532 
1.0      4532 
1.1      4532 
1.1      4532 
0.9      4532 
1.1      4532 
0.9      4532 
1.1      4532 
1.0      4532 
1.1      4532 
0.9      4532 
1.0      4532 
0.9      4532 
1.0      4532 
0.9      4561 
1.1      4532 
0.7      4532 
1.0      4561 
0.6      4532 
0.9      4532 
0.7      4532 
1.0      4532 
0.7      4561 
1.1      4532 
0.9      4532 
1.1      4532 
0.7      4532 
1.1      4561 
0.9      4532 
1.0      4532 
1.1      4532 
1.1      4532 
1.1      4532 
1.0      4532 
1.1      4532 
1.0      4532 
1.0      4532 
1.1      4561 
0.9      4532 
1.1      4532 
1.0      4532 
0.9      4532 
0.7      4532 
1.0      4532 
1.0      4532 
1.0      4532 
1.1      4532 
1.0      4532 
1.0      4532 
1.2      4532 
1.1      4532 
0.9      4532 
1.0      4532 
1.1      4532 
1.0      4532 
1.0      4532 
1.0      4532 
1.1      4532 
0.7      4532 
1.0      4532 
1.1      4532 
0.7      4561 
1.1      4532 
1.1      4532 
0.9      4532 
1.1      4532 
1.1      4532 
1.0      4532 
1.0      4532 
1.1      4532 
0.7      4532 
1.2      4561 
1.0      4561 
0.9      4532 
1.0      4532 
1.2      4532 
0.9      4532 
0.9      4503 
1.1      4532 
1.0      4532 
1.0      4532 
0.9      4532 
1.4      4532 
1.0      4532 
1.2      4532 
1.1      4532 
1.0      4503 
1.0      4532 
1.0      4532 
1.2      4532 
1.2      4532 
0.9      4532 
1.1      4532 
0.9      4532 
0.9      4532 
0.9      4503 
0.9      4532 
1.0      4532 
0.9      4532 
1.0      4532 
0.9      4532 
1.0      4503 
0.9      4503 
1.1      4532 
0.7      4532 
0.9      4532 
0.7      4503 
1.0      4532 
0.9      4532 
1.2      4503 
1.0      4532 
1.4      4532 
0.9      4503 
1.2      4503 
0.9      4532 
1.2      4532 
1.0      4532 
1.2      4503 
1.0      4503 
1.1      4532 
1.0      4532 
1.0      4532 
0.9      4532 
0.6      4532 
1.1      4503 
0.9      4503 
0.9      4532 
0.9      4503 
1.0      4503 
0.9      4503 
1.0      4503 
1.0      4532 
0.9      4503 
0.9      4532 
0.7      4532 
1.0      4503 
1.0      4532 
1.0      4503 
1.0      4532 
1.1      4532 
1.0      4532 
0.9      4532 
1.1      4532 
1.1      4503 
1.1      4503 
0.9      4503 
1.1      4532 
1.0      4503 
1.1      4503 
1.1      4532 
0.7      4532 
0.9      4532 
1.0      4503 
1.0      4503 
1.0      4503 
0.7      4503 
1.0      4503 
0.7      4532 
0.7      4532 
0.9      4532 
0.7      4503 
1.0      4503 
0.9      4532 
1.2      4503 
1.0      4532 
1.2      4503 
0.9      4532 
0.9      4532 
0.9      4503 
0.9      4532 
0.9      4532 
0.6      4532 
1.0      4503 
1.0      4532 
1.1      4503 
0.7      4532 
1.0      4532 
0.9      4532 
0.9      4503 
1.0      4503 
0.7      4532 
1.0      4503 
1.0      4503 
1.1      4503 
1.0      4532 
1.0      4503 
1.1      4503 
0.9      4532 
1.0      4503 
1.1      4503 
0.7      4503 
0.9      4532 
1.4      4532 
0.9      4503 
0.9      4503 
0.9      4532 
1.0      4503 
0.7      4503 
1.1      4503 
1.0      4503 
0.7      4503 
1.0      4503 
0.7      4503 
1.0      4532 
0.7      4503 
0.9      4503 
0.6      4503 
0.9      4503 
0.7      4503 
1.0      4532 
1.0      4532 
0.7      4503 
1.0      4532 
1.0      4503 
0.7      4503 
0.9      4503 
0.9      4503 
0.7      4503 
0.7      4532 
0.9      4503 
1.1      4503 
1.0      4503 
1.0      4503 
1.1      4503 
0.9      4503 
1.0      4532 
1.1      4503 
0.9      4532 
0.6      4503 
1.0      4503 
0.9      4532 
0.7      4532 
0.9      4503 
0.9      4503 
1.0      4503 
0.9      4532 
0.9      4503 
1.1      4503 
1.1      4503 
0.9      4474 
1.2      4503 
1.1      4532 
1.0      4503 
1.0      4503 
1.1      4503 
0.9      4503 
0.9      4503 
0.9      4503 
0.9      4503 
0.9      4532 
1.2      4503 
0.9      4503 
1.0      4503 
1.0      4503 
1.1      4503 
1.1      4503 
1.1      4503 
1.1      4503 
0.9      4503 
1.0      4503 
0.9      4532 
0.9      4503 
0.9      4503 
0.9      4503 
0.7      4503 
0.9      4503 
1.2      4503 
1.0      4503 
1.1      4503 
1.2      4503 
1.0      4503 
1.0      4503 
1.0      4474 
0.9      4503 
0.7      4532 
1.0      4503 
1.0      4503 
0.6      4503 
0.7      4503 
1.0      4503 
0.7      4503 
0.9      4503 
1.1      4503 
1.1      4503 
0.9      4503 
1.2      4503 
0.9      4503 
1.1      4503 
1.1      4503 
0.7      4503 
1.0      4503 
0.9      4503 
1.0      4503 
0.7      4503 
0.9      4503 
1.1      4503 
0.7      4503 
1.0      4503 
1.1      4474 
0.9      4503 
1.1      4503 
1.0      4503 
0.9      4503 
1.0      4503 
1.1      4503 
0.9      4474 
0.7      4503 
1.0      4474 
0.7      4503 
1.0      4474 
1.1      4503 
1.0      4503 
0.7      4503 
1.0      4503 
0.9      4503 
0.9      4503 
1.0      4503 
1.0      4503 
0.9      4503 
1.0      4503 
1.0      4503 
0.6      4503 
1.0      4503 
0.9      4503 
1.2      4503 
1.0      4503 
1.2      4503 
0.9      4503 
1.0      4503 
0.7      4474 
1.1      4503 
0.7      4503 
1.1      4503 
0.9      4503 
1.1      4503 
0.9      4503 
0.9      4503 
1.1      4474 
0.7      4503 
1.1      4503 
0.9      4503 
0.9      4503 
0.7      4503 
0.9      4503 
1.0      4474 
0.7      4503 
1.0      4503 
0.7      4503 
0.9      4474 
0.9      4503 
1.0      4503 
1.2      4503 
1.2      4503 
1.1      4503 
1.0      4503 
1.0      4503 
1.0      4503 
0.9      4503 
1.4      4503 
1.1      4503 
1.0      4474 
1.0      4503 
0.7      4503 
0.9      4503 
0.9      4474 
0.7      4474 
0.9      4503 
0.9      4503 
0.7      4503 
0.9      4503 
0.9      4503 
0.7      4503 
0.9      4503 
1.1      4474 
1.0      4503 
0.9      4503 
1.0      4503 
0.9      4474 
0.7      4503 
1.0      4503 
1.0      4503 
0.7      4503 
1.0      4503 
1.0      4503 
0.7      4503 
1.0      4474 
1.1      4503 
0.9      4503 
1.1      4474 
0.7      4474 
0.9      4474 
0.7      4474 
0.9      4474 
0.9      4474 
0.9      4474 
1.0      4474 
0.7      4503 
0.9      4503 
1.0      4474 
0.9      4474 
1.0      4474 
0.9      4503 
1.0      4474 
0.9      4474 
1.0      4474 
1.0      4503 
1.1      4474 
1.0      4474 
1.1      4503 
0.9      4503 
1.1      4503 
1.0      4503 
1.1      4474 
0.9      4503 
1.2      4503 
0.7      4503 
1.1      4503 
0.9      4503 
0.9      4474 
0.7      4503 
0.7      4474 
0.7      4474 
0.6      4474 
1.1      4503 
0.9      4474 
1.1      4474 
1.0      4474 
1.0      4474 
1.0      4474 
0.9      4503 
1.0      4474 
0.7      4474 
1.1      4474 
0.9      4474 
1.1      4474 
0.9      4474 
1.1      4474 
1.0      4503 
1.2      4474 
1.2      4474 
1.1      4474 
0.7      4474 
1.1      4474 
1.0      4474 
1.2      4474 
1.0      4474 
1.0      4474 
0.7      4474 
1.0      4474 
1.1      4474 
1.1      4474 
0.9      4474 
0.9      4474 
0.7      4474 
1.0      4474 
1.0      4503 
1.0      4474 
0.9      4474 
1.1      4503 
1.0      4503 
0.7      4474 
1.0      4474 
1.2      4474 
1.1      4503 
0.9      4474 
1.1      4474 
1.0      4474 
1.0      4503 
1.1      4503 
1.0      4474 
1.0      4474 
0.9      4474 
0.9      4474 
0.7      4474 
0.9      4474 
1.0      4446 
0.9      4474 
1.1      4474 
1.1      4474 
0.9      4474 
1.0      4503 
1.1      4474 
1.0      4474 
0.9      4474 
0.9      4474 
1.1      4474 
0.9      4474 
1.0      4474 
1.2      4474 
1.0      4474 
1.0      4474 
1.1      4474 
0.9      4474 
1.2      4474 
1.1      4474 
1.1      4474 
0.9      4474 
1.0      4474 
0.9      4474 
0.9      4474 
1.1      4474 
0.9      4446 
1.1      4474 
0.9      4474 
1.1      4474 
1.0      4474 
0.9      4474 
1.0      4474 
1.0      4474 
0.9      4474 
0.9      4446 
0.9      4474 
1.0      4474 
0.9      4474 
1.0      4474 
0.7      4474 
1.0      4474 
1.0      4474 
0.7      4474 
0.7      4474 
1.1      4474 
1.0      4474 
0.7      4446 
0.6      4474 
1.0      4474 
0.6      4474 
0.9      4474 
1.2      4474 
0.7      4474 
1.0      4503 
1.0      4474 
1.0      4474 
1.0      4474 
0.9      4474 
1.0      4474 
0.7      4474 
1.0      4474 
0.9      4474 
1.0      4474 
1.1      4474 
1.0      4474 
1.0      4474 
1.1      4474 
1.0      4474 
0.7      4446 
1.0      4474 
0.9      4474 
0.9      4474 
1.2      4474 
0.9      4474 
0.9      4474 
0.9      4474 
1.0      4474 
1.0      4474 
1.1      4474 
1.1      4474 
0.7      4446 
1.0      4474 
1.1      4474 
0.7      4446 
0.9      4446 
1.0      4474 
0.7      4474 
0.9      4474 
1.0      4474 
1.1      4474 
0.9      4474 
1.1      4474 
1.2      4474 
0.9      4474 
0.7      4474 
0.9      4474 
0.7      4474 
0.7      4474 
0.9      4446 
0.9      4474 
0.9      4474 
1.0      4446 
1.1      4474 
1.0      4474 
0.7      4474 
1.1      4474 
1.0      4446 
0.9      4474 
1.0      4446 
0.9      4474 
0.9      4474 
0.9      4474 
1.1      4474 
0.9      4474 
1.0      4474 
1.1      4446 
1.1      4474 
0.9      4446 
0.7      4446 
1.0      4474 
0.9      4474 
1.1      4474 
0.9      4474 
1.0      4474 
1.0      4474 
1.0      4446 
0.7      4446 
1.1      4446 
0.7      4474 
0.9      4474 
0.9      4474 
0.7      4474 
0.9      4474 
1.0      4446 
0.7      4474 
0.9      4474 
1.0      4446 
0.9      4446 
0.9      4446 
1.0      4474 
1.0      4474 
1.1      4446 
1.0      4474 
1.2      4446 
1.0      4474 
1.0      4446 
1.1      4474 
0.9      4446 
1.0      4446 
1.0      4446 
0.9      4446 
0.7      4446 
1.1      4474 
1.0      4474 
0.7      4474 
1.0      4446 
0.9      4446 
0.9      4474 
1.2      4446 
1.0      4474 
0.7      4446 
1.2      4446 
1.1      4446 
1.0      4446 
1.0      4446 
0.9      4446 
0.9      4446 
0.7      4446 
0.9      4474 
0.9      4474 
0.9      4446 
0.9      4446 
1.0      4446 
1.0      4474 
1.2      4446 
1.0      4446 
1.1      4474 
1.0      4446 
1.0      4446 
1.0      4474 
1.0      4446 
0.6      4446 
1.0      4446 
0.7      4446 
1.0      4446 
0.9      4474 
0.9      4446 
0.7      4446 
0.9      4446 
0.9      4446 
0.6      4446 
0.7      4474 
0.9      4446 
0.7      4446 
0.7      4446 
0.7      4446 
1.0      4446 
1.0      4474 
1.0      4446 
1.1      4446 
1.1      4446 
1.1      4474 
0.9      4446 
1.0      4446 
1.0      4446 
1.0      4446 
1.0      4446 
0.9      4446 
0.9      4446 
1.0      4446 
0.9      4446 
1.0      4446 
1.0      4446 
0.7      4474 
1.1      4417 
1.0      4446 
1.2      4446 
1.0      4446 
1.0      4446 
1.0      4446 
1.1      4446 
1.2      4446 
1.2      4446 
0.9      4446 
1.0      4446 
1.2      4446 
1.0      4446 
0.7      4446 
1.0      4446 
0.9      4446 
0.7      4446 
1.2      4446 
1.1      4446 
1.1      4446 
1.1      4474 
1.1      4446 
0.7      4446 
0.9      4446 
0.9      4446 
0.9      4446 
0.7      4446 
1.1      4446 
0.9      4446 
0.9      4446 
1.1      4446 
0.7      4446 
1.0      4446 
0.6      4446 
1.0      4446 
0.7      4446 
1.2      4446 
1.0      4446 
1.1      4446 
1.0      4446 
1.1      4446 
1.0      4446 
1.0      4446 
0.9      4446 
1.1      4474 
1.1      4446 
1.1      4446 
0.9      4474 
0.9      4446 
1.0      4446 
0.7      4446 
0.7      4446 
0.7      4446 
0.7      4446 
1.0      4446 
0.9      4446 
1.1      4446 
0.9      4446 
1.0      4446 
0.9      4446 
1.1      4446 
0.9      4446 
1.0      4446 
1.2      4446 
1.1      4446 
1.2      4446 
1.0      4446 
1.2      4446 
1.1      4446 
1.2      4417 
1.0      4446 
1.2      4446 
1.2      4446 
0.9      4446 
0.9      4446 
1.2      4446 
1.1      4417 
1.1      4446 
1.1      4446 
1.0      4446 
0.9      4446 
1.1      4446 
1.1      4446 
1.1      4446 
1.1      4446 
1.1      4417 
1.1      4446 
1.0      4446 
1.4      4446 
0.9      4446 
1.1      4446 
1.0      4446 
0.7      4446 
1.0      4446 
1.4      4446 
0.9      4446 
1.1      4446 
1.1      4417 
1.0      4446 
0.9      4446 
0.7      4446 
1.0      4446 
0.7      4446 
1.0      4446 
0.9      4446 
0.9      4446 
1.0      4446 
0.9      4446 
1.0      4446 
1.0      4417 
0.9      4446 
0.9      4417 
0.9      4446 
1.1      4446 
